question_id,stage,sub_category,answer
Q0100,수술 및 입원 이력,surgery_history,허리 디스크 수술을 했습니다.
Q0100,수술 및 입원 이력,surgery_history,무릎 수술 받은 적 있어요.
Q0100,수술 및 입원 이력,surgery_history,어깨 수술을 했습니다.
Q0100,수술 및 입원 이력,surgery_history,입원해서 치료받았습니다.
Q0100,수술 및 입원 이력,surgery_history,시술은 받아봤어요.
Q0100,수술 및 입원 이력,surgery_history,최근에 수술했습니다.
Q0100,수술 및 입원 이력,surgery_history,오래전에 수술했습니다.
Q0100,수술 및 입원 이력,surgery_history,수술 후에도 통증이 남아 있습니다.
Q0101,수술 및 입원 이력,surgery_site,허리 수술했습니다.
Q0101,수술 및 입원 이력,surgery_site,목 디스크 수술했습니다.
Q0101,수술 및 입원 이력,surgery_site,무릎 관절 수술을 했습니다.
Q0101,수술 및 입원 이력,surgery_site,어깨 회전근개 수술했습니다.
Q0101,수술 및 입원 이력,surgery_site,발목 수술을 했습니다.
Q0101,수술 및 입원 이력,surgery_site,손목 수술을 받았습니다.
Q0101,수술 및 입원 이력,surgery_site,수술은 한 적 없습니다.
Q0102,수술 및 입원 이력,lifestyle,담배는 안 피워요.
Q0102,수술 및 입원 이력,lifestyle,예전에 피웠는데 끊었습니다.
Q0102,수술 및 입원 이력,lifestyle,하루에 한 갑 정도 피웁니다.
Q0102,수술 및 입원 이력,lifestyle,가끔 담배 피워요.
Q0102,수술 및 입원 이력,lifestyle,술은 거의 안 마셔요.
Q0102,수술 및 입원 이력,lifestyle,소주 반 병 정도 마십니다.
Q0102,수술 및 입원 이력,lifestyle,일주일에 한 번 마십니다.
Q0102,수술 및 입원 이력,lifestyle,매일 술 마셔요.
Q0102,수술 및 입원 이력,lifestyle,술과 담배 둘 다 안 합니다.
Q0102,수술 및 입원 이력,lifestyle,한 달에 두세 번 마십니다.
Q0103,수술 및 입원 이력,lifestyle,담배는 안 피워요.
Q0103,수술 및 입원 이력,lifestyle,예전에 피웠는데 끊었습니다.
Q0103,수술 및 입원 이력,lifestyle,하루에 한 갑 정도 피웁니다.
Q0103,수술 및 입원 이력,lifestyle,가끔 담배 피워요.
Q0103,수술 및 입원 이력,lifestyle,술은 거의 안 마셔요.
Q0103,수술 및 입원 이력,lifestyle,소주 반 병 정도 마십니다.
Q0103,수술 및 입원 이력,lifestyle,일주일에 한 번 마십니다.
Q0103,수술 및 입원 이력,lifestyle,매일 술 마셔요.
Q0103,수술 및 입원 이력,lifestyle,술과 담배 둘 다 안 합니다.
Q0103,수술 및 입원 이력,lifestyle,한 달에 두세 번 마십니다.
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞을게요
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,약으로 할게요
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,주사가 더 좋을 것 같아요
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,약만 먹어 볼게요
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,편한 걸로 해주세요
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,둘 중에 아무거나 괜찮아요
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,치료 해주세요
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,주사도 괜찮고 약도 괜찮아요
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,일단 약부터 먹어볼게요
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞고 싶어요
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞을게요.
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,약으로 먼저 해볼게요.
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,주사가 더 좋을 것 같아요.
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,약만 먹어 보겠습니다.
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,둘 다 괜찮습니다.
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,일단 설명을 듣고 결정할게요.
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,통증이 심해서 치료해 주세요.
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,오늘은 주사를 맞고 싶어요.
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,약부터 시작하고 싶습니다.
Q0104,치료 방향 설명 및 선택 제안,treatment_choice,스테로이드는 피하고 싶습니다.
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞을게요
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,약으로 할게요
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,주사가 더 좋을 것 같아요
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,약만 먹어 볼게요
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,편한 걸로 해주세요
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,둘 중에 아무거나 괜찮아요
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,치료 해주세요
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,주사도 괜찮고 약도 괜찮아요
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,일단 약부터 먹어볼게요
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞고 싶어요
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞을게요.
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,약으로 먼저 해볼게요.
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,주사가 더 좋을 것 같아요.
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,약만 먹어 보겠습니다.
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,둘 다 괜찮습니다.
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,일단 설명을 듣고 결정할게요.
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,통증이 심해서 치료해 주세요.
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,오늘은 주사를 맞고 싶어요.
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,약부터 시작하고 싶습니다.
Q0105,치료 방향 설명 및 선택 제안,treatment_choice,스테로이드는 피하고 싶습니다.
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞을게요
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,약으로 할게요
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,주사가 더 좋을 것 같아요
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,약만 먹어 볼게요
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,편한 걸로 해주세요
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,둘 중에 아무거나 괜찮아요
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,치료 해주세요
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,주사도 괜찮고 약도 괜찮아요
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,일단 약부터 먹어볼게요
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞고 싶어요
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞을게요.
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,약으로 먼저 해볼게요.
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,주사가 더 좋을 것 같아요.
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,약만 먹어 보겠습니다.
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,둘 다 괜찮습니다.
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,일단 설명을 듣고 결정할게요.
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,통증이 심해서 치료해 주세요.
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,오늘은 주사를 맞고 싶어요.
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,약부터 시작하고 싶습니다.
Q0106,치료 방향 설명 및 선택 제안,treatment_choice,스테로이드는 피하고 싶습니다.
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞을게요
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,약으로 할게요
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,주사가 더 좋을 것 같아요
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,약만 먹어 볼게요
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,편한 걸로 해주세요
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,둘 중에 아무거나 괜찮아요
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,치료 해주세요
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,주사도 괜찮고 약도 괜찮아요
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,일단 약부터 먹어볼게요
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞고 싶어요
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞을게요.
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,약으로 먼저 해볼게요.
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,주사가 더 좋을 것 같아요.
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,약만 먹어 보겠습니다.
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,둘 다 괜찮습니다.
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,일단 설명을 듣고 결정할게요.
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,통증이 심해서 치료해 주세요.
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,오늘은 주사를 맞고 싶어요.
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,약부터 시작하고 싶습니다.
Q0107,치료 방향 설명 및 선택 제안,treatment_choice,스테로이드는 피하고 싶습니다.
Q0108,치료 방향 설명 및 선택 제안,treatment_choice,스테로이드 주사치료 받고 싶어요.
Q0108,치료 방향 설명 및 선택 제안,treatment_choice,주사 맞을게요.
Q0108,치료 방향 설명 및 선택 제안,treatment_choice,약으로 먼저 해볼게요.
Q0108,치료 방향 설명 및 선택 제안,treatment_choice,주사가 더 좋을 것 같아요.
Q0108,치료 방향 설명 및 선택 제안,treatment_choice,약만 먹어 보겠습니다.
Q0108,치료 방향 설명 및 선택 제안,treatment_choice,둘 다 괜찮습니다.
Q0108,치료 방향 설명 및 선택 제안,treatment_choice,일단 설명을 듣고 결정할게요.
Q0108,치료 방향 설명 및 선택 제안,treatment_choice,통증이 심해서 치료해 주세요.
Q0108,치료 방향 설명 및 선택 제안,treatment_choice,오늘은 주사를 맞고 싶어요.
Q0108,치료 방향 설명 및 선택 제안,treatment_choice,약부터 시작하고 싶습니다.
Q0108,치료 방향 설명 및 선택 제안,treatment_choice,스테로이드는 피하고 싶습니다.
Q0109,진료개시,chief_complaint,허리가 아파서 왔어요.
Q0109,진료개시,chief_complaint,목이 뻐근해서 왔습니다.
Q0109,진료개시,chief_complaint,무릎이 아파서 왔어요.
Q0109,진료개시,chief_complaint,어깨가 잘 안 올라가서 왔어요.
Q0109,진료개시,chief_complaint,다리가 저려서 왔습니다.
Q0109,진료개시,chief_complaint,엉치가 쑤셔서 왔어요.
Q0109,진료개시,chief_complaint,발바닥이 화끈거려서 왔습니다.
Q0109,진료개시,chief_complaint,손가락이 붓고 아파서 왔어요.
Q0109,진료개시,chief_complaint,대상포진 이후로 통증이 남아서 왔습니다.
Q0109,진료개시,chief_complaint,교통사고 후 허리가 계속 불편해서 왔어요.
Q0109,진료개시,chief_complaint,팔꿈치가 찌릿해서 왔습니다.
Q0109,진료개시,chief_complaint,고개를 돌리면 목이 아파서 왔어요.
Q0109,진료개시,chief_complaint,계단 내려갈 때 무릎이 아파서 왔어요.
Q0109,진료개시,chief_complaint,오래 앉아 있으면 허리가 아파서 왔습니다.
Q0110,진료개시,chief_complaint,허리가 아파서 왔어요.
Q0110,진료개시,chief_complaint,목이 뻐근해서 왔습니다.
Q0110,진료개시,chief_complaint,무릎이 아파서 왔어요.
Q0110,진료개시,chief_complaint,어깨가 잘 안 올라가서 왔어요.
Q0110,진료개시,chief_complaint,다리가 저려서 왔습니다.
Q0110,진료개시,chief_complaint,엉치가 쑤셔서 왔어요.
Q0110,진료개시,chief_complaint,발바닥이 화끈거려서 왔습니다.
Q0110,진료개시,chief_complaint,손가락이 붓고 아파서 왔어요.
Q0110,진료개시,chief_complaint,대상포진 이후로 통증이 남아서 왔습니다.
Q0110,진료개시,chief_complaint,교통사고 후 허리가 계속 불편해서 왔어요.
Q0110,진료개시,chief_complaint,팔꿈치가 찌릿해서 왔습니다.
Q0110,진료개시,chief_complaint,고개를 돌리면 목이 아파서 왔어요.
Q0110,진료개시,chief_complaint,계단 내려갈 때 무릎이 아파서 왔어요.
Q0110,진료개시,chief_complaint,오래 앉아 있으면 허리가 아파서 왔습니다.
Q0111,진료개시,prior_treatment,물리치료를 받았습니다.
Q0111,진료개시,prior_treatment,도수치료를 몇 번 받았어요.
Q0111,진료개시,prior_treatment,신경차단술을 받았습니다.
Q0111,진료개시,prior_treatment,주사치료를 맞아봤어요.
Q0111,진료개시,prior_treatment,체외충격파를 받았습니다.
Q0111,진료개시,prior_treatment,약물치료만 했어요.
Q0111,진료개시,prior_treatment,한의원에서 침을 맞았습니다.
Q0111,진료개시,prior_treatment,정형외과에서 엑스레이를 찍었어요.
Q0111,진료개시,prior_treatment,MRI를 찍고 디스크라고 들었습니다.
Q0111,진료개시,prior_treatment,아직 치료받은 적은 없습니다.
Q0111,진료개시,prior_treatment,대상포진 후 신경통으로 경막외 신경차단술을 받았어요.
Q0111,진료개시,prior_treatment,개인병원에서 근이완제를 처방받았습니다.
Q0112,진료개시,prior_treatment,물리치료를 받았습니다.
Q0112,진료개시,prior_treatment,도수치료를 몇 번 받았어요.
Q0112,진료개시,prior_treatment,신경차단술을 받았습니다.
Q0112,진료개시,prior_treatment,주사치료를 맞아봤어요.
Q0112,진료개시,prior_treatment,체외충격파를 받았습니다.
Q0112,진료개시,prior_treatment,약물치료만 했어요.
Q0112,진료개시,prior_treatment,한의원에서 침을 맞았습니다.
Q0112,진료개시,prior_treatment,정형외과에서 엑스레이를 찍었어요.
Q0112,진료개시,prior_treatment,MRI를 찍고 디스크라고 들었습니다.
Q0112,진료개시,prior_treatment,아직 치료받은 적은 없습니다.
Q0112,진료개시,prior_treatment,대상포진 후 신경통으로 경막외 신경차단술을 받았어요.
Q0112,진료개시,prior_treatment,개인병원에서 근이완제를 처방받았습니다.
Q0113,진료개시,exam_history,엑스레이만 찍었습니다.
Q0113,진료개시,exam_history,MRI를 찍었습니다.
Q0113,진료개시,exam_history,CT 검사를 했어요.
Q0113,진료개시,exam_history,초음파 검사를 받았습니다.
Q0113,진료개시,exam_history,검사는 아직 안 했습니다.
Q0113,진료개시,exam_history,디스크라고 들었습니다.
Q0113,진료개시,exam_history,협착증이라고 들었습니다.
Q0113,진료개시,exam_history,큰 이상은 없다고 들었습니다.
Q0114,진료개시,exam_history,엑스레이만 찍었습니다.
Q0114,진료개시,exam_history,MRI를 찍었습니다.
Q0114,진료개시,exam_history,CT 검사를 했어요.
Q0114,진료개시,exam_history,초음파 검사를 받았습니다.
Q0114,진료개시,exam_history,검사는 아직 안 했습니다.
Q0114,진료개시,exam_history,디스크라고 들었습니다.
Q0114,진료개시,exam_history,협착증이라고 들었습니다.
Q0114,진료개시,exam_history,큰 이상은 없다고 들었습니다.
Q0115,통증 부위,location,허리가 제일 아파요.
Q0115,통증 부위,location,목 뒤가 제일 불편합니다.
Q0115,통증 부위,location,오른쪽 어깨가 아파요.
Q0115,통증 부위,location,왼쪽 무릎이 제일 아픕니다.
Q0115,통증 부위,location,엉치 쪽이 쑤십니다.
Q0115,통증 부위,location,허벅지 뒤쪽이 당겨요.
Q0115,통증 부위,location,종아리 바깥쪽이 저립니다.
Q0115,통증 부위,location,발바닥 앞쪽이 화끈거려요.
Q0115,통증 부위,location,손목 안쪽이 아파요.
Q0115,통증 부위,location,손가락 마디가 붓고 아픕니다.
Q0115,통증 부위,location,갈비뼈 아래쪽이 아파요.
Q0115,통증 부위,location,꼬리뼈가 앉을 때 아픕니다.
Q0115,통증 부위,location,발목 바깥쪽이 시큰거립니다.
Q0115,통증 부위,location,팔꿈치 바깥쪽이 찌릿합니다.
Q0115,통증 부위,location,턱관절 쪽이 씹을 때 아파요.
Q0116,통증 부위,location,허리가 제일 아파요.
Q0116,통증 부위,location,목 뒤가 제일 불편합니다.
Q0116,통증 부위,location,오른쪽 어깨가 아파요.
Q0116,통증 부위,location,왼쪽 무릎이 제일 아픕니다.
Q0116,통증 부위,location,엉치 쪽이 쑤십니다.
Q0116,통증 부위,location,허벅지 뒤쪽이 당겨요.
Q0116,통증 부위,location,종아리 바깥쪽이 저립니다.
Q0116,통증 부위,location,발바닥 앞쪽이 화끈거려요.
Q0116,통증 부위,location,손목 안쪽이 아파요.
Q0116,통증 부위,location,손가락 마디가 붓고 아픕니다.
Q0116,통증 부위,location,갈비뼈 아래쪽이 아파요.
Q0116,통증 부위,location,꼬리뼈가 앉을 때 아픕니다.
Q0116,통증 부위,location,발목 바깥쪽이 시큰거립니다.
Q0116,통증 부위,location,팔꿈치 바깥쪽이 찌릿합니다.
Q0116,통증 부위,location,턱관절 쪽이 씹을 때 아파요.
Q0117,통증 부위,location,허리가 제일 아파요.
Q0117,통증 부위,location,목 뒤가 제일 불편합니다.
Q0117,통증 부위,location,오른쪽 어깨가 아파요.
Q0117,통증 부위,location,왼쪽 무릎이 제일 아픕니다.
Q0117,통증 부위,location,엉치 쪽이 쑤십니다.
Q0117,통증 부위,location,허벅지 뒤쪽이 당겨요.
Q0117,통증 부위,location,종아리 바깥쪽이 저립니다.
Q0117,통증 부위,location,발바닥 앞쪽이 화끈거려요.
Q0117,통증 부위,location,손목 안쪽이 아파요.
Q0117,통증 부위,location,손가락 마디가 붓고 아픕니다.
Q0117,통증 부위,location,갈비뼈 아래쪽이 아파요.
Q0117,통증 부위,location,꼬리뼈가 앉을 때 아픕니다.
Q0117,통증 부위,location,발목 바깥쪽이 시큰거립니다.
Q0117,통증 부위,location,팔꿈치 바깥쪽이 찌릿합니다.
Q0117,통증 부위,location,턱관절 쪽이 씹을 때 아파요.
Q0118,통증 부위,location,허리가 제일 아파요.
Q0118,통증 부위,location,목 뒤가 제일 불편합니다.
Q0118,통증 부위,location,오른쪽 어깨가 아파요.
Q0118,통증 부위,location,왼쪽 무릎이 제일 아픕니다.
Q0118,통증 부위,location,엉치 쪽이 쑤십니다.
Q0118,통증 부위,location,허벅지 뒤쪽이 당겨요.
Q0118,통증 부위,location,종아리 바깥쪽이 저립니다.
Q0118,통증 부위,location,발바닥 앞쪽이 화끈거려요.
Q0118,통증 부위,location,손목 안쪽이 아파요.
Q0118,통증 부위,location,손가락 마디가 붓고 아픕니다.
Q0118,통증 부위,location,갈비뼈 아래쪽이 아파요.
Q0118,통증 부위,location,꼬리뼈가 앉을 때 아픕니다.
Q0118,통증 부위,location,발목 바깥쪽이 시큰거립니다.
Q0118,통증 부위,location,팔꿈치 바깥쪽이 찌릿합니다.
Q0118,통증 부위,location,턱관절 쪽이 씹을 때 아파요.
Q0119,통증 부위,location,허리가 제일 아파요.
Q0119,통증 부위,location,목 뒤가 제일 불편합니다.
Q0119,통증 부위,location,오른쪽 어깨가 아파요.
Q0119,통증 부위,location,왼쪽 무릎이 제일 아픕니다.
Q0119,통증 부위,location,엉치 쪽이 쑤십니다.
Q0119,통증 부위,location,허벅지 뒤쪽이 당겨요.
Q0119,통증 부위,location,종아리 바깥쪽이 저립니다.
Q0119,통증 부위,location,발바닥 앞쪽이 화끈거려요.
Q0119,통증 부위,location,손목 안쪽이 아파요.
Q0119,통증 부위,location,손가락 마디가 붓고 아픕니다.
Q0119,통증 부위,location,갈비뼈 아래쪽이 아파요.
Q0119,통증 부위,location,꼬리뼈가 앉을 때 아픕니다.
Q0119,통증 부위,location,발목 바깥쪽이 시큰거립니다.
Q0119,통증 부위,location,팔꿈치 바깥쪽이 찌릿합니다.
Q0119,통증 부위,location,턱관절 쪽이 씹을 때 아파요.
Q0120,통증 부위,location,허리가 제일 아파요.
Q0120,통증 부위,location,목 뒤가 제일 불편합니다.
Q0120,통증 부위,location,오른쪽 어깨가 아파요.
Q0120,통증 부위,location,왼쪽 무릎이 제일 아픕니다.
Q0120,통증 부위,location,엉치 쪽이 쑤십니다.
Q0120,통증 부위,location,허벅지 뒤쪽이 당겨요.
Q0120,통증 부위,location,종아리 바깥쪽이 저립니다.
Q0120,통증 부위,location,발바닥 앞쪽이 화끈거려요.
Q0120,통증 부위,location,손목 안쪽이 아파요.
Q0120,통증 부위,location,손가락 마디가 붓고 아픕니다.
Q0120,통증 부위,location,갈비뼈 아래쪽이 아파요.
Q0120,통증 부위,location,꼬리뼈가 앉을 때 아픕니다.
Q0120,통증 부위,location,발목 바깥쪽이 시큰거립니다.
Q0120,통증 부위,location,팔꿈치 바깥쪽이 찌릿합니다.
Q0120,통증 부위,location,턱관절 쪽이 씹을 때 아파요.
Q0121,통증 부위,location,허리가 제일 아파요.
Q0121,통증 부위,location,목 뒤가 제일 불편합니다.
Q0121,통증 부위,location,오른쪽 어깨가 아파요.
Q0121,통증 부위,location,왼쪽 무릎이 제일 아픕니다.
Q0121,통증 부위,location,엉치 쪽이 쑤십니다.
Q0121,통증 부위,location,허벅지 뒤쪽이 당겨요.
Q0121,통증 부위,location,종아리 바깥쪽이 저립니다.
Q0121,통증 부위,location,발바닥 앞쪽이 화끈거려요.
Q0121,통증 부위,location,손목 안쪽이 아파요.
Q0121,통증 부위,location,손가락 마디가 붓고 아픕니다.
Q0121,통증 부위,location,갈비뼈 아래쪽이 아파요.
Q0121,통증 부위,location,꼬리뼈가 앉을 때 아픕니다.
Q0121,통증 부위,location,발목 바깥쪽이 시큰거립니다.
Q0121,통증 부위,location,팔꿈치 바깥쪽이 찌릿합니다.
Q0121,통증 부위,location,턱관절 쪽이 씹을 때 아파요.
Q0122,통증 부위,location,허리가 제일 아파요.
Q0122,통증 부위,location,목 뒤가 제일 불편합니다.
Q0122,통증 부위,location,오른쪽 어깨가 아파요.
Q0122,통증 부위,location,왼쪽 무릎이 제일 아픕니다.
Q0122,통증 부위,location,엉치 쪽이 쑤십니다.
Q0122,통증 부위,location,허벅지 뒤쪽이 당겨요.
Q0122,통증 부위,location,종아리 바깥쪽이 저립니다.
Q0122,통증 부위,location,발바닥 앞쪽이 화끈거려요.
Q0122,통증 부위,location,손목 안쪽이 아파요.
Q0122,통증 부위,location,손가락 마디가 붓고 아픕니다.
Q0122,통증 부위,location,갈비뼈 아래쪽이 아파요.
Q0122,통증 부위,location,꼬리뼈가 앉을 때 아픕니다.
Q0122,통증 부위,location,발목 바깥쪽이 시큰거립니다.
Q0122,통증 부위,location,팔꿈치 바깥쪽이 찌릿합니다.
Q0122,통증 부위,location,턱관절 쪽이 씹을 때 아파요.
Q0123,통증 부위,location,허리가 제일 아파요.
Q0123,통증 부위,location,목 뒤가 제일 불편합니다.
Q0123,통증 부위,location,오른쪽 어깨가 아파요.
Q0123,통증 부위,location,왼쪽 무릎이 제일 아픕니다.
Q0123,통증 부위,location,엉치 쪽이 쑤십니다.
Q0123,통증 부위,location,허벅지 뒤쪽이 당겨요.
Q0123,통증 부위,location,종아리 바깥쪽이 저립니다.
Q0123,통증 부위,location,발바닥 앞쪽이 화끈거려요.
Q0123,통증 부위,location,손목 안쪽이 아파요.
Q0123,통증 부위,location,손가락 마디가 붓고 아픕니다.
Q0123,통증 부위,location,갈비뼈 아래쪽이 아파요.
Q0123,통증 부위,location,꼬리뼈가 앉을 때 아픕니다.
Q0123,통증 부위,location,발목 바깥쪽이 시큰거립니다.
Q0123,통증 부위,location,팔꿈치 바깥쪽이 찌릿합니다.
Q0123,통증 부위,location,턱관절 쪽이 씹을 때 아파요.
Q0124,통증 부위,side,오른쪽이 더 아파요.
Q0124,통증 부위,side,왼쪽이 더 불편합니다.
Q0124,통증 부위,side,양쪽 다 아픕니다.
Q0124,통증 부위,side,한쪽만 아파요.
Q0124,통증 부위,side,가운데가 제일 아픕니다.
Q0124,통증 부위,side,처음에는 왼쪽이었는데 지금은 오른쪽도 아파요.
Q0124,통증 부위,side,오른쪽 다리로 내려갑니다.
Q0124,통증 부위,side,왼쪽 팔까지 저립니다.
Q0124,통증 부위,side,양쪽이 번갈아 아파요.
Q0124,통증 부위,side,오른쪽보다 왼쪽이 더 심합니다.
Q0125,통증 부위,side,오른쪽이 더 아파요.
Q0125,통증 부위,side,왼쪽이 더 불편합니다.
Q0125,통증 부위,side,양쪽 다 아픕니다.
Q0125,통증 부위,side,한쪽만 아파요.
Q0125,통증 부위,side,가운데가 제일 아픕니다.
Q0125,통증 부위,side,처음에는 왼쪽이었는데 지금은 오른쪽도 아파요.
Q0125,통증 부위,side,오른쪽 다리로 내려갑니다.
Q0125,통증 부위,side,왼쪽 팔까지 저립니다.
Q0125,통증 부위,side,양쪽이 번갈아 아파요.
Q0125,통증 부위,side,오른쪽보다 왼쪽이 더 심합니다.
Q0126,통증 부위,side,오른쪽이 더 아파요.
Q0126,통증 부위,side,왼쪽이 더 불편합니다.
Q0126,통증 부위,side,양쪽 다 아픕니다.
Q0126,통증 부위,side,한쪽만 아파요.
Q0126,통증 부위,side,가운데가 제일 아픕니다.
Q0126,통증 부위,side,처음에는 왼쪽이었는데 지금은 오른쪽도 아파요.
Q0126,통증 부위,side,오른쪽 다리로 내려갑니다.
Q0126,통증 부위,side,왼쪽 팔까지 저립니다.
Q0126,통증 부위,side,양쪽이 번갈아 아파요.
Q0126,통증 부위,side,오른쪽보다 왼쪽이 더 심합니다.
Q0127,통증강도,pain_score,지금은 3점 정도입니다.
Q0127,통증강도,pain_score,평소에는 5점 정도예요.
Q0127,통증강도,pain_score,움직이면 7점까지 올라갑니다.
Q0127,통증강도,pain_score,심할 때는 9점입니다.
Q0127,통증강도,pain_score,최고로 아플 때는 10점 같아요.
Q0127,통증강도,pain_score,참을 만하면 4점 정도입니다.
Q0127,통증강도,pain_score,밤에는 8점 정도로 심해져요.
Q0127,통증강도,pain_score,약 먹으면 2점 정도로 줄어요.
Q0127,통증강도,pain_score,가만히 있으면 1점 정도예요.
Q0127,통증강도,pain_score,계단 내려갈 때는 6점 정도입니다.
Q0128,통증강도,pain_score,지금은 3점 정도입니다.
Q0128,통증강도,pain_score,평소에는 5점 정도예요.
Q0128,통증강도,pain_score,움직이면 7점까지 올라갑니다.
Q0128,통증강도,pain_score,심할 때는 9점입니다.
Q0128,통증강도,pain_score,최고로 아플 때는 10점 같아요.
Q0128,통증강도,pain_score,참을 만하면 4점 정도입니다.
Q0128,통증강도,pain_score,밤에는 8점 정도로 심해져요.
Q0128,통증강도,pain_score,약 먹으면 2점 정도로 줄어요.
Q0128,통증강도,pain_score,가만히 있으면 1점 정도예요.
Q0128,통증강도,pain_score,계단 내려갈 때는 6점 정도입니다.
Q0129,통증강도,pain_score,지금은 3점 정도입니다.
Q0129,통증강도,pain_score,평소에는 5점 정도예요.
Q0129,통증강도,pain_score,움직이면 7점까지 올라갑니다.
Q0129,통증강도,pain_score,심할 때는 9점입니다.
Q0129,통증강도,pain_score,최고로 아플 때는 10점 같아요.
Q0129,통증강도,pain_score,참을 만하면 4점 정도입니다.
Q0129,통증강도,pain_score,밤에는 8점 정도로 심해져요.
Q0129,통증강도,pain_score,약 먹으면 2점 정도로 줄어요.
Q0129,통증강도,pain_score,가만히 있으면 1점 정도예요.
Q0129,통증강도,pain_score,계단 내려갈 때는 6점 정도입니다.
Q0130,통증강도,pain_score,지금은 3점 정도입니다.
Q0130,통증강도,pain_score,평소에는 5점 정도예요.
Q0130,통증강도,pain_score,움직이면 7점까지 올라갑니다.
Q0130,통증강도,pain_score,심할 때는 9점입니다.
Q0130,통증강도,pain_score,최고로 아플 때는 10점 같아요.
Q0130,통증강도,pain_score,참을 만하면 4점 정도입니다.
Q0130,통증강도,pain_score,밤에는 8점 정도로 심해져요.
